nombrePerfilConvocatoria,paisResidencia,sueldoPretendido,diasUltimoTrabajo,empresaUltimoTrabajo,paisUltimoTrabajo,areaUltimoTrabajo,nombreUltimoTrabajo,aniosExperiencia,numeroTrabajos,diasUltimoEstudio,institucionUltimoEstudio,paisUltimoEstudio,areaUltimoEstudio,nombreUltimoEstudio,estadoUltimoEstudio,gradoUltimoEstudio,aniosEstudio,numeroEstudios,habilidadesTecnicas,idiomas,otrasHabilidades,contratado
Bootcamp G&S | Infrastructure & Cloud,Peru,1000.0,657.3,Indra Peru S.A.,Peru,Logistica,Asesora Call Center Business Movistar Peru,8.7,6.1,1619.0,Universidad Esan,Peru,Ing. En Sistemas,Ingenieria De Tecnologias De Informacion Y Sistema,En Curso,Universitario,4.4,1.0,11.0,2.0,7.0,0
Ejecutivo Comercial,Peru,4000.0,315.0,Farmalisto Peru,Peru,Desarrollo De Negocios,Coordinador De Estrategia Comercial,9.5,6.0,62.0,Universidad Esan,Peru,Ventas Internacionales/Exportacion,Curso Pee Gerencia De Ventas,Graduado,Posgrado,8.4,6.0,3.0,1.0,5.0,1
Jefe De Proyecto - Analytics & Ai,Peru,14600.0,2620.0,Clinica Internacional S.A,Peru,Tecnologias De La Informacion,Jefe Inteligencia De Negocios Y Analytics,32.9,5.0,822.0,Universidad Esan,Peru,Marketing / Comercializacion,Maestria Marketing,Graduado,Posgrado,11.8,4.0,9.0,1.0,8.0,0
Especialista Bi,Peru,5500.0,568.0,Sunat,Peru,Consultorias Comercio Exterior,Analytical Systems Analyst,22.7,10.0,264.0,Universidad Esan,Peru,Analisis De Sistemas,Business Analytics &Amp; Bigdata,En Curso,Posgrado,9.2,10.0,7.0,2.0,11.0,0
Analista Funcional,Peru,2500.0,857.0,Alicorp S.A,Peru,Tecnologia / Sistemas,Auxiliar De Ti,7.0,8.0,61.0,Universidad Esan,Peru,Ing. En Sistemas,Gestion De Relaciones Con Los Stakeholders,Graduado,Otro,8.1,3.0,16.0,1.0,2.0,0
Asistente De Pmo,Peru,2500.0,799.0,Alicorp S.A,Peru,Tecnologia / Sistemas,Auxiliar De Ti,6.9,8.0,61.0,Universidad Esan,Peru,Ing. En Sistemas,Gestion De Relaciones Con Los Stakeholders,Graduado,Otro,8.1,3.0,16.0,1.0,2.0,0
Ejecutivo Comercial,Peru,3000.0,365.0,Entel Peru S.A.,Peru,Comercial,Gerente De Ventas Directas,15.2,7.0,396.0,Universidad Esan,Peru,Marketing / Comercializacion,Pade De Marketing,Graduado,Posgrado,5.8,2.0,4.0,1.0,5.4,0
Jefe De Proyecto - Analytics & Ai,Peru,9000.0,989.0,Estee Lauder,Peru,Analisis Funcional,Is Analyst,11.6,5.0,730.0,Universidad Esan,Peru,Tecnologias De La Informacion,Direccion En Tecnologias De La Informacion,Graduado,Master,10.9,2.0,5.0,2.0,5.0,0
Asistente De Procesos,Peru,3000.0,361.0,Librerias Crisol,Peru,Auditoria,Asistente De Auditoria,14.8,9.0,365.0,Universidad Esan,Peru,Procesos / Calidad Total,Pae En Gestion De Procesos Y Calidad (Iso 9001),Graduado,Posgrado,7.5,4.0,4.0,1.0,3.0,0
Asistente De Recursos Humanos,Peru,2500.0,1060.0,Ari Consulting,Peru,Recursos Humanos,Jefe De Talento,16.5,4.0,1251.0,Universidad Esan,Peru,Recursos Humanos / Relac. Ind.,Programa De Alta Especializacion En Rrhh,En Curso,Posgrado,15.4,3.0,9.4,1.0,5.4,0
Practicante De Recursos Humanos,Peru,1200.0,59.0,Tenmas,Peru,Producto,Practicante Customer Experience,0.8,2.0,9.0,Universidad Esan,Peru,Marketing / Comercializacion,Diploma En Customer Experience Manager,En Curso,Posgrado,5.4,4.0,3.0,1.0,1.0,0
Analista Funcional,Peru,5000.0,346.0,Analista Ti,Peru,Ingenieria De Procesos,Enotria,7.9,9.0,59.0,Universidad Esan,Peru,Ing. En Sistemas,Implementacion Agil De Procesos,Graduado,Otro,8.6,6.0,16.0,1.0,2.0,0
Asistente De Pmo,Peru,3000.0,153.0,Invermet,Peru,Operaciones,Especialista En Formulacion Y Evaluacion De Proyec,5.5,5.0,151.0,Universidad Esan,Peru,Otra,Gerencia Internacional De Proyectos,Graduado,Posgrado,6.8,5.0,3.0,2.0,3.0,0
Asistente De Pmo,Peru,3600.0,331.0,4X Coffee Sac,Peru,Logistica,Analista De Proyectos,10.4,4.0,424.0,Universidad Esan,Peru,Adm. De Empresas,Especializacion En Gerencia De Proyectos,Graduado,Posgrado,5.4,2.0,2.0,1.0,11.0,0
Jefe De Proyecto - Modern Workplace,Peru,5500.0,235.0,Gilat Networks Peru S.A.,Peru,Telecomunicaciones,Coordinador De Proyectos,7.0,4.0,122.0,Universidad De Piura,Peru,Ing. Telecomunicaciones,Especializacion En Gerencia De Proyectos,Graduado,Otro,6.5,3.0,10.0,1.0,4.0,0
Especialista Bi,Peru,6500.0,634.0,Prayaga,Peru,Data Warehousing,Arquitecto Dwh,13.2,8.0,91.0,Universidad Esan,Peru,Computacion / Informatica,Especialista En Gerencia De Proyectos Ti,Graduado,Otro,9.3,3.0,6.0,1.0,3.0,0
Especialista Bi,Peru,6500.0,664.0,Prayaga,Peru,Data Warehousing,Arquitecto Dwh,13.3,8.0,91.0,Universidad Esan,Peru,Computacion / Informatica,Especialista En Gerencia De Proyectos Ti,Graduado,Otro,9.3,3.0,6.0,1.0,3.0,0
Arquitecto De Soluciones,Peru,4000.0,2620.0,"Inversiones Hc Computer1105,C.A",Venezuela,Liderazgo De Proyecto,Gerente De Tecnologia,19.5,4.0,1466.0,Universidad Esan,Peru,Recursos Humanos / Relac. Ind.,Coaching Ontologico,En Curso,Otro,21.0,6.0,3.0,1.0,1.0,0
Especialista En Power Platform,Peru,9500.0,1795.0,Optimiza Soluciones,Peru,Soporte Tecnico,Lider Tecnico,16.3,18.0,700.0,Universidad Esan,Peru,Tecnologias De La Informacion,Maestria En Direccion De Tecnologias De Informa...,Graduado,Master,10.1,3.0,9.4,2.0,5.4,0
Programador .Net,Peru,4500.0,1398.0,Freelance,Peru,Tecnologias De La Informacion,Ceo,16.2,6.0,243.0,Universidad Autonoma Del Peru,Peru,Tecnologias De La Informacion,Especializacion Gestion Avanzada De Proyectos,En Curso,Posgrado,3.7,4.0,19.0,1.3,2.0,0
Sql Server Consultant,Peru,4500.0,2620.0,Sanicenter Sac,Peru,Liderazgo De Proyecto,Jefe De Sistemas,12.3,5.0,243.0,Universidad Autonoma Del Peru,Peru,Tecnologias De La Informacion,Especializacion Gestion Avanzada De Proyectos,En Curso,Posgrado,3.7,4.0,16.0,1.3,1.0,0
Desarrollador .Net,Peru,2500.0,1293.0,Oppfilm.Sa,Peru,Ingenieria En Alimentos,Analista De Gestion De Activos,4.0,2.0,914.0,Universidad Autonoma Del Peru,Peru,Ing. En Sistemas,Licenciado De Ingeniero De Sistemas,Graduado,Universitario,8.0,2.0,4.0,1.0,5.4,0
Analista Funcional,Peru,1700.0,91.0,Oftalmica Clinica De La Vision,Peru,Analisis Funcional,Analista Low Code,2.5,6.0,30.0,Universidad Autonoma Del Peru,Peru,Ing. En Sistemas,Analisis De Datos,Graduado,Universitario,8.8,7.0,11.0,2.0,4.0,0
Practicante Iot/Ia,Peru,1300.0,343.0,Optical Network (Win),Peru,Internet,Practicante Profesional,1.9,4.0,30.0,Universidad Autonoma Del Peru,Peru,Ing. En Sistemas,Analisis De Datos,Graduado,Universitario,8.8,7.0,11.0,2.0,4.0,0
Lider Tecnico,Peru,3800.0,283.0,Global Hitss Peru S.A.C.,Peru,Tecnologias De La Informacion,Analista De Sistemas,5.3,7.0,1226.0,Global Hitss,Peru,Ing. Informatica,Solucion De Problemas,Graduado,Otro,6.0,10.0,22.0,1.0,18.0,0
Especialista Bi,Peru,4700.0,112.0,Ministerio De Educacion,Peru,Analisis De Datos,Analista De Sistemas,7.0,7.0,1034.0,Universidad Cesar Vallejo,Peru,Ing. En Sistemas,Titulado Ingeniero De Sistemas,Graduado,Universitario,7.5,2.0,22.0,1.0,18.0,0
Programador .Net,Peru,3800.0,184.0,Xploring Solution,Peru,Sistemas,Middle Developer,11.2,10.0,519.0,Universidad Cesar Vallejo,Peru,Tecnologias De La Informacion,Maestro En Ingenieria De Sistemas Con Mencion En,Graduado,Master,7.6,3.0,25.0,1.0,18.0,0
Lider Tecnico,Peru,1.0,652.0,Tecnica Y Proyectos S.A Sucursal Del Peru - Tipsa,Peru,Tecnologia / Sistemas,Analista De Sistemas,15.5,8.0,1226.0,Certero Peru,Peru,Tecnologias De La Informacion,Itil,Graduado,Otro,11.4,4.0,35.0,2.2,5.4,0
Cloud Specialist,Peru,3500.0,141.0,Itg Solutions S.A.C,Peru,Sistemas,Consultor De Ti,8.4,5.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,11.2,4.0,3.0,1.0,2.0,0
Cloud Specialist,Peru,2500.0,220.0,Itg Solutions S.A.C,Peru,Sistemas,Consultor De Ti,8.6,5.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,11.6,4.0,3.0,1.0,2.0,0
Especialista En Office 365,Peru,2200.0,191.0,Itg Solutions S.A.C,Peru,Sistemas,Consultor De Ti,8.5,5.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,11.5,4.0,3.0,1.0,2.0,0
Especialista En Office 365,Peru,3500.0,125.0,Itg Solutions S.A.C,Peru,Sistemas,Consultor De Ti,8.3,5.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,11.1,4.0,3.0,1.0,2.0,0
Asistente De Servicios Ti,Peru,2500.0,687.0,San Miguel Industrias Pet Sa,Peru,Tecnologia / Sistemas,Soporte Tecnico,8.0,4.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,5.4,3.0,3.0,1.0,2.0,0
Especialista En Office 365,Peru,2800.0,802.0,San Miguel Industrias Pet Sa,Peru,Tecnologia / Sistemas,Soporte Tecnico,8.3,4.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,11.0,4.0,3.0,1.0,2.0,0
Especialista En Office 365,Peru,2800.0,772.0,San Miguel Industrias Pet Sa,Peru,Tecnologia / Sistemas,Soporte Tecnico,8.2,4.0,30.0,Certero Peru,Peru,Tecnologias De La Informacion,Identity Windows Server 2016,Graduado,Universitario,10.8,4.0,3.0,1.0,2.0,0
Jefe De Proyecto - Analytics & Ai,Peru,4500.0,2620.0,Inei,Peru,Sistemas,Analista De Sistemas,21.0,1.0,16.0,Bsg Institute,Peru,Ing. Informatica,Microsoft Certified Data Analyst,En Curso,Otro,3.4,2.0,12.0,1.0,18.0,0
Especialista En Analitica,Peru,4500.0,2620.0,Inei,Peru,Sistemas,Analista De Sistemas,21.0,1.0,41.0,Bsg Institute,Peru,Ing. Informatica,Microsoft Certified Data Analyst,En Curso,Otro,3.4,2.0,12.0,1.0,18.0,0
Cloud Specialist,Peru,2000.0,1593.0,Flsmidth Sac,Peru,Tecnologia / Sistemas,Responsable De Sistemas,19.9,5.0,132.0,Bsg Institute,Peru,Tecnologias De La Informacion,Seguridad De La Informacion,En Curso,Otro,7.6,5.0,21.0,1.0,5.4,0
Especialista En Analitica,Peru,2800.0,92.0,Programa Nacional - Juntos,Peru,Tecnologia / Sistemas,Especialista De Analisis Y Desarrollo,7.6,9.0,31.0,Lp &Amp; Asociados,Peru,Computacion / Informatica,Seguridad De La Informacion,Graduado,Otro,7.3,8.0,7.0,1.0,1.0,0
Programador .Net,Peru,5500.0,120.0,2.1. Ministerio Del Trabajo,Peru,Programacion,Analista - Programador,11.3,13.0,153.0,Bsg Institute,Peru,Tecnologias De La Informacion,"Desarrollo Web Con Html5, Css3, C# - Asp.Net Mvc 5",Graduado,Otro,9.7,9.0,7.0,1.0,4.0,0
Ejecutivo Comercial,Peru,3000.0,1857.0,"Labware Latin America, Inc.",Peru,Ventas,Jefe De Ventas,7.8,3.0,396.0,Bsg Institute,Peru,Mecanica / Metalurgica,Diplomado Lean Six Sigma Black Belt,Graduado,Posgrado,8.8,3.0,7.0,2.0,3.0,0
Cloud Specialist,Peru,4500.0,62.0,Ibm Del Peru S.A.C.,Peru,Tecnologias De La Informacion,Especialista En Backup Tsm (Proyecto),6.3,3.0,60.0,Bsg Institute,Peru,Tecnologias De La Informacion,Aws Technical Essentials,Graduado,Otro,5.5,3.0,8.0,2.0,10.0,0
Analista Funcional,Peru,2500.0,338.0,Grupo Rokys,Peru,Ingenieria Industrial,Asistente De Organizacion Y Metodos,5.4,7.0,286.0,Bsg Institute,Peru,Ing. Industrial,"Implementador Lider Hseq Iso 9001, 14001, 45001",En Curso,Posgrado,8.1,7.0,2.0,1.0,3.0,0
Analista Funcional,Peru,3000.0,422.0,Grupo Rokys,Peru,Ingenieria Industrial,Asistente De Organizacion Y Metodos,5.6,7.0,319.0,Bsg Institute,Peru,Ing. Industrial,"Implementador Lider Hseq Iso 9001, 14001, 45001",Graduado,Posgrado,8.2,7.0,2.0,1.0,3.0,0
Analista Desarrollador Php,Peru,4000.0,340.0,Agencia Digital Sinapsis,Peru,Liderazgo De Proyecto,Lider De Desarrollo Fullstack,4.7,4.0,65.0,Bsg Institute,Peru,Tecnologias De La Informacion,Aws Certified Solution Architect - Associate,En Curso,Otro,5.3,6.0,12.0,1.0,7.0,0
Analista De Sistemas,Peru,4000.0,316.0,Agencia Digital Sinapsis,Peru,Liderazgo De Proyecto,Lider De Desarrollo Fullstack,4.6,4.0,41.0,Bsg Institute,Peru,Tecnologias De La Informacion,Aws Certified Solution Architect - Associate,En Curso,Otro,5.2,6.0,12.0,1.0,6.0,0
Jefe De Proyecto - Analytics & Ai,Peru,7000.0,2620.0,Inei,Peru,Sistemas,Analista De Sistemas,22.2,1.0,102.0,Universidad Catolica San Antonio De Murcia,Espana,Analisis De Sistemas,Master En Big Data Y Business Intelligence,En Curso,Master,4.8,4.0,12.0,1.0,18.0,0
Especialista Devops,Peru,7000.0,730.0,Data System & Global Services S.A.C.,Peru,Programacion,Analista De Sistemas,11.5,20.0,730.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Maestria En Project Management,Graduado,Master,13.0,3.0,7.0,2.0,5.4,0
Analista Funcional,Peru,7000.0,730.0,Data System & Global Services S.A.C.,Peru,Programacion,Analista De Sistemas,11.5,20.0,730.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Maestria En Project Management,Graduado,Master,13.0,3.0,7.0,2.0,5.4,0
Especialista En Project Server Y Project Online,Peru,7000.0,789.0,Talent Y Soft,Peru,Tecnologia / Sistemas,Project Manager,17.3,9.0,365.0,Universidad Internacional De Valencia,Espana,Adm. De Empresas,Maestria En Project Management,Graduado,Master,13.9,4.0,8.0,2.0,8.0,0
Jefe De Proyecto - Analytics & Ai,Peru,7000.0,625.0,Talent Y Soft,Peru,Tecnologia / Sistemas,Agile Manager,16.9,9.0,395.0,Universidad Internacional De Valencia,Espana,Adm. De Empresas,Maestria En Project Management,Graduado,Master,14.9,5.0,6.0,2.0,8.0,0
Jefe De Proyecto - Modern Workplace,Peru,8000.0,877.0,Solera,Peru,Liderazgo De Proyecto,Apmo - Lider Agil,19.3,10.0,395.0,Universidad Internacional De Valencia,Espana,Adm. De Empresas,Maestria En Project Management,Graduado,Master,14.9,5.0,8.0,2.0,12.0,0
Scrum Master,Peru,3500.0,669.0,Universidad De Ingenieria Y Tecnologia,Peru,Educacion,Administrador De Plataformas De Aprendizaje,5.4,6.0,149.0,Escuela De Post Grado - Universidad Tecnologica Del Peru,Peru,Ing. - Otros,Maestria En Project Management,En Curso,Master,6.2,13.0,11.0,1.0,17.0,0
Asistente De Servicios Ti,Peru,3000.0,219.0,Sunat,Peru,Tecnologia / Sistemas,Gestor Especializado De Informatica,6.3,6.0,584.0,Universidad Nacional Del Santa,Peru,Ing. En Sistemas,Gestion De Tecnologias De La Informacion,En Curso,Master,6.6,2.0,5.0,1.0,3.0,0
Desarrollador .Net,Peru,5000.0,418.0,Interamerican Service Co,Peru,Sistemas,Analista Desarrollador,18.7,5.0,662.0,Universidad Nacional Del Santa,Peru,Ing. Informatica,Maestria En Ingenieria De Sistemas,En Curso,Posgrado,6.5,2.0,10.0,2.2,2.0,0
Desarrollador .Net,Peru,6000.0,700.0,Policia Nacional Del Peru,Peru,Liderazgo De Proyecto,Analista De Sistemas,5.9,6.0,1736.0,Universidad Peruana Los Andes - Upla,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.4,2.0,28.0,1.0,3.0,0
Desarrollador .Net,Peru,6800.0,700.0,Policia Nacional Del Peru,Peru,Liderazgo De Proyecto,Analista De Sistemas,5.9,6.0,1736.0,Universidad Peruana Los Andes - Upla,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.4,2.0,28.0,1.0,3.0,0
Desarrollador .Net,Peru,6000.0,700.0,Policia Nacional Del Peru,Peru,Liderazgo De Proyecto,Analista De Sistemas,5.9,6.0,1736.0,Universidad Peruana Los Andes - Upla,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.4,2.0,28.0,1.0,3.0,0
Gestor De Servicios De Ti,Peru,5000.0,215.0,Universidad San Ignacio De Loyola - Usil,Peru,Tecnologias De La Informacion,Analista Funcional,23.5,6.0,1096.0,Universidad Peruana Los Andes - Upla,Peru,Ing. En Sistemas,Bachiller En Ingenieria De Sistemas,Graduado,Universitario,3.0,1.0,1.0,1.0,3.0,0
Analista De Sistemas,Peru,1200.0,550.0,A-Nexo Contact Center S.A.C,Peru,Tecnologia / Sistemas,Analista De Sistemas,3.6,7.0,1725.0,Universidad Peruana Los Andes - Upla,Peru,Ing. Informatica,Bachiller En Ingenieria De Sistemas,Graduado,Universitario,4.7,1.0,3.0,2.0,3.0,0
Practicante De Recursos Humanos,Peru,1025.0,151.0,A&Amp;M Inversiones,Peru,Recursos Humanos,Practicante,1.0,2.0,2040.0,Universidad Peruana Los Andes - Upla,Peru,Psicologia,Egresado De Psicologia,Graduado,Universitario,5.6,1.0,9.4,1.3,4.0,0
Analista De Sistemas,Peru,8500.0,366.0,Ibm Del Peru S.A.C.,Peru,Tecnologia / Sistemas,Mainframe Batch Specialist,11.9,9.0,1949.0,Universidad Peruana Los Andes - Upla,Peru,Bachiller,Ingenieria De Sistemas,Graduado,Universitario,5.3,1.0,8.0,1.0,2.0,0
Asistente De Recursos Humanos,Peru,1600.0,547.0,Tecnicos Y Expertos En Seguridad Sac,Peru,Administracion De Personal,Asistente De Recursos Humanos,8.9,8.0,1795.0,Universidad Peruana Los Andes - Upla,Peru,Contabilidad / Auditoria,Egresada/Bachiller,Graduado,Universitario,4.9,1.0,1.0,1.0,5.4,0
Consultor Preventa / Arquitecto Azure,Peru,4000.0,1005.0,Securesoft Corporation,Peru,Seguridad Informatica,Security Engineer,10.6,8.0,122.0,Universidad Peruana Los Andes - Upla,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,En Curso,Universitario,1.3,3.0,14.0,1.0,4.0,0
Ejecutivo Comercial,Peru,4000.0,2620.0,Banco De Credito Del Peru - Bcp,Peru,Ventas,Asesora De Ventas Y Servicios,7.9,1.0,23.0,Universidad Nacional Jose Faustino Sanchez Carrion,Peru,Adm. De Empresas,Maestria Gestion De Empresas,En Curso,Master,9.9,2.0,9.4,1.0,5.4,0
Asistente Social,Peru,1300.0,427.0,Makanaki Srl,Peru,Trabajo Social,Practicante De Trabajo Social,2.2,5.0,2011.0,Universidad Nacional Jose Faustino Sanchez Carrion,Peru,Trabajo Social,Bachiller Trabajo Social,Graduado,Universitario,5.5,1.0,9.4,1.0,4.0,0
Disenador Ux,Peru,1500.0,487.0,Servicorp Sac,Peru,Sistemas,Ui Ux Designer,7.7,4.0,193.0,Universidad Nacional Jose Faustino Sanchez Carrion,Peru,Ing. En Sistemas,Maestria Ingenieria De Sistemas,En Curso,Master,6.4,2.0,13.0,2.0,5.0,0
Jefe De Proyecto - Analytics & Ai,Peru,1.0,745.0,Crosland Sac,Peru,Tecnologia / Sistemas,Analista Senior,11.2,12.0,533.0,Universidad Privada Telesup,Peru,Ing. En Sistemas,Maestria Ingenieria De Sistemas,En Curso,Master,7.6,2.0,1.0,1.0,1.0,1
Jefe De Proyecto - Modern Workplace,Peru,1.0,1146.0,Crosland Sac,Peru,Tecnologia / Sistemas,Analista Senior,12.3,12.0,934.0,Universidad Privada Telesup,Peru,Ing. En Sistemas,Maestria Ingenieria De Sistemas,En Curso,Master,8.7,2.0,1.0,1.0,1.0,1
Jefe De Proyecto - Modern Workplace,Peru,1.0,1670.0,Crosland Sac,Peru,Tecnologia / Sistemas,Analista Senior,13.8,12.0,1458.0,Universidad Privada Telesup,Peru,Ing. En Sistemas,Maestria Ingenieria De Sistemas,En Curso,Master,10.2,2.0,1.0,1.0,1.0,1
Practicante De Infrastructure & Cloud,Peru,4301.8,361.0,Municipalidad Distrital De Huaura,Peru,Tecnologias De La Informacion,Asistente Administrativo,1.0,1.0,2090.0,Universidad Nacional Jose Faustino Sanchez Carrion,Peru,Ing. Informatica,Bachiller / Ingenieria Informatica,Graduado,Universitario,5.7,1.0,4.0,1.3,1.0,0
Analista De Procesos Sig,Peru,3500.0,557.0,Perfumerias Unidas,Peru,Comercial,Analista De Sistemas,6.3,8.0,181.0,Ehsq Group,Peru,Ing. Industrial,Sistemas Integrados De Gestion,En Curso,Posgrado,8.7,3.0,9.4,1.0,7.0,0
Analista De Procesos Sig,Peru,3200.0,1888.0,Paradigma Sac.,Peru,Liderazgo De Proyecto,Analista De Sistemas,18.2,4.0,62.0,Iab Spain,Peru,Tecnologias De La Informacion,E.Commerce,Graduado,Posgrado,11.5,4.0,21.0,2.0,6.0,0
Analista De Soluciones Ti,Peru,3500.0,1713.0,Paradigma Sac.,Peru,Liderazgo De Proyecto,Ingeniero De Sistemas,16.7,4.0,62.0,Iab Spain,Peru,Tecnologias De La Informacion,E.Commerce,Graduado,Posgrado,11.5,4.0,19.0,2.0,5.0,0
Asistente De Servicios Ti,Peru,1.0,491.0,Global Hitss Peru S.A.C.,Peru,Tecnologia / Sistemas,Analista De Sistemas,7.3,8.0,31.0,6Sigma Study,Peru,Procesos / Calidad Total,Certificacion Six Sigma Yellowbelt Profesional,Graduado,Otro,5.9,10.0,11.0,2.2,2.0,0
Especialista Cloud,Peru,1.0,455.0,Michael Page,Peru,Tecnologias De La Informacion,It Specialist,9.6,9.0,31.0,6Sigma Study,Peru,Procesos / Calidad Total,Certificacion Six Sigma Yellowbelt Profesional,Graduado,Otro,5.9,10.0,15.0,2.2,4.0,0
Gestor De Servicios De Ti,Peru,1.0,31.0,Sodimac Peru,Peru,Sistemas,Analista De Soporte,7.2,9.0,31.0,6Sigma Study,Peru,Procesos / Calidad Total,Certificacion Six Sigma Yellowbelt Profesional,Graduado,Otro,5.9,10.0,13.0,2.2,2.0,0
Analista Funcional,Peru,3500.0,850.0,Farmacias Peruanas S.A.,Peru,Ingenieria De Procesos,Gestor De Mejora Continua,5.0,5.0,1226.0,6Sigma Study,Peru,Procesos / Calidad Total,Six Sigma Yellow Belt,Graduado,Posgrado,5.1,4.0,2.0,1.0,11.0,0
Analista Funcional,Peru,2500.0,306.0,Enotria S.A.,Peru,Tecnologias De La Informacion,Analista De Operaciones Digitales,4.8,7.0,1226.0,6Sigma Study,Peru,Tecnologias De La Informacion,Six Sigma Yellow Belt,Graduado,Posgrado,14.5,12.0,28.0,1.0,2.0,0
Asistente De Pmo,Peru,2500.0,129.0,Konecta Peru,Peru,Seguridad Informatica,Analista De Gestion De Accesos De Ti,7.2,5.0,1226.0,6Sigma Study,Peru,Ing. - Otros,Six Sigma Yellow Belt,Graduado,Otro,11.0,7.0,10.0,2.0,18.0,0
Analista Funcional,Peru,2800.0,122.0,Corporacion Withmory,Peru,Analisis Funcional,Analista De Sistemas,2.7,4.0,61.0,Universidad Continental De Ciencias E Ingenieria,Peru,Analisis De Sistemas,Especialista En Analisis Y Desarrollo Web,Graduado,Otro,6.4,3.0,2.0,1.0,5.0,0
Operador De Sistemas,Peru,2000.0,345.0,Aynitech Sac,Peru,Soporte Tecnico,Analista De Sistemas,2.8,5.0,286.0,Ilen,Peru,Tecnologias De La Informacion,Diplomado En Bi Y Bigdata,En Curso,Otro,9.8,3.0,1.0,1.0,4.0,0
Analista De Calidad,Peru,3500.0,911.0,Isaf Consultores S.A.,Peru,Independientes,Consultor Sig,5.2,6.0,30.0,Ilen,Peru,Ing. Industrial,Implementador Lider Y Auditor Interno Sig,Graduado,Otro,6.2,4.0,2.0,1.0,6.0,0
Analista De Sistemas,Peru,6000.0,1366.0,Servicio De Administracion Tributaria - Sat,Peru,Tecnologias De La Informacion,Analista De Sistemas,15.7,13.0,123.0,Pm Certifica,Peru,Ing. En Sistemas,Diplomado En Gestion De Proyectos,Graduado,Otro,9.2,3.0,13.0,1.0,1.0,0
Analista Programador Senior/Full Stack,Peru,6000.0,1330.0,Servicio De Administracion Tributaria - Sat,Peru,Tecnologias De La Informacion,Analista De Sistemas,15.6,13.0,123.0,Pm Certifica,Peru,Ing. En Sistemas,Diplomado En Gestion De Proyectos,Graduado,Otro,9.2,3.0,13.0,1.0,1.0,0
Programador .Net,Peru,6000.0,1382.0,Servicio De Administracion Tributaria - Sat,Peru,Tecnologias De La Informacion,Analista De Sistemas,15.7,13.0,123.0,Pm Certifica,Peru,Ing. En Sistemas,Diplomado En Gestion De Proyectos,Graduado,Otro,9.2,3.0,13.0,1.0,1.0,0
Analista Funcional,Peru,6000.0,120.0,Vooxell Group S.A.C,Peru,Liderazgo De Proyecto,Data Engineer,10.0,5.0,122.0,Pm Certifica,Peru,Ing. En Sistemas,Diplomado - Direccion De Proyectos (Pmp/Pmi-Acp),Graduado,Posgrado,9.8,5.0,30.0,1.0,3.0,0
Scrum Master,Peru,7000.0,2187.0,Tata Consultancy Services,Peru,Sistemas,Agile Project Management,10.8,5.0,30.0,Pm Certifica,Peru,Ing. Informatica,Taller De Preparacion Para El Examen Pmp,Graduado,Otro,9.0,7.0,22.0,1.0,9.0,0
