lastWorkPosition,equivalence,count,equals
Representante De Ventas,Representante De Ventas,2,TRUE
Representante Financiero,Representante Financiero,2,TRUE
Representante Tecnico Comercial,Representante Tecnico Comercial,1,TRUE
Research Director,Research Director,1,TRUE
Resp. Asist. Tecnica Y Supervision De Obra,Resp. Asist. Tecnica Y Supervision De Obra,1,TRUE
Responsable Analitico,Responsable Analitico,1,TRUE
Responsable Bienestar Social,Responsable Bienestar Social,1,TRUE
Responsable Business Intelligence,Responsable Business Intelligence,1,TRUE
Responsable Comercial,Responsable Comercial,2,TRUE
Responsable De Administracion Y Recursos Humanos,Responsable De Administracion Y Recursos Humanos,1,TRUE
Responsable De Desarrollo De Negocios Peru,Responsable De Desarrollo De Negocios Peru,1,TRUE
Responsable De Gestion,Responsable De Gestion,1,TRUE
Responsable De Infraestructura Y Si,Responsable De Infraestructura Y Si,1,TRUE
Responsable De Infraestructura Y Si Corporativo,Responsable De Infraestructura Y Si Corporativo,2,TRUE
Responsable De Inteligencia Comercial,Responsable De Inteligencia Comercial,1,TRUE
Responsable De Local De Votacion,Responsable De Local De Votacion,1,TRUE
Responsable De Logistica,Responsable De Logistica,1,TRUE
Responsable De Obra,Responsable De Obra,1,TRUE
Responsable De Operaciones,Responsable De Operaciones,1,TRUE
Responsable De Proyectos De Software,Responsable De Proyectos De Software,1,TRUE
Responsable De Rrhh,Responsable De Rrhh,1,TRUE
Responsable De Sistemas &Amp; Comunicaciones,Responsable De Sistemas &Amp; Comunicaciones,1,TRUE
Responsable De Tecnologia E Informacion,Responsable De Tecnologia E Informacion,2,TRUE
Responsable De Ti,Responsable De Ti,2,TRUE
Responsable Del Area Comercial,Responsable Del Area Comercial,1,TRUE
Responsable Soluciones Moviles,Responsable Soluciones Moviles,2,TRUE
Responsable Ti - Operaciones Y Telecomunicaciones,Responsable Ti - Operaciones Y Telecomunicaciones,1,TRUE
Responsable Unidad Soporte Tecnologico Y Accesos,Responsable Unidad Soporte Tecnologico Y Accesos,1,TRUE
Resumen De Experiencia Laboral,Resumen De Experiencia Laboral,1,TRUE
Retenciones Y Clientes Criticos,Retenciones Y Clientes Criticos,1,TRUE
Rol De Jefe De Proyectos,Rol De Jefe De Proyectos,1,TRUE
Rrhh Interno,Rrhh Interno,1,TRUE
Sales Advisor,Sales Advisor,1,TRUE
Sales Development Representative (Sdr),Sales Development Representative (Sdr),1,TRUE
Sales Expert,Sales Expert,2,TRUE
Sales Manager,Sales Manager,1,TRUE
Sales Operation Manager,Sales Operation Manager,1,TRUE
Sales Representative E-Commerce,Sales Representative E-Commerce,1,TRUE
Sales Specialist,Sales Specialist,1,TRUE
Sales Specialist/Pre Venta Junior,Sales Specialist/Pre Venta Junior,1,TRUE
Sap Support,Sap Support,1,TRUE
Scrum Java Developer,Scrum Java Developer,2,TRUE
Scrum Master,Scrum Master,20,TRUE
Scrum Master (Psm 1) - Lider Bi &Amp; Big Data,Scrum Master,1,FALSE
Scrum Master / Gestor De Proyectos,Scrum Master,1,FALSE
Seccion Reclamos,Seccion Reclamos,1,TRUE
Secretaria Academica,Secretaria Academica,1,TRUE
Secretaria De Gerencia De Gestion Social,Secretaria De Gerencia De Gestion Social,1,TRUE
Security Engineer,Security Engineer,1,TRUE
Seguimiento Documentario En La Dgpp,Seguimiento Documentario En La Dgpp,1,TRUE
Seguridad De La Informacion,Seguridad De La Informacion,1,TRUE
Selection Trainee,Selection Trainee,1,TRUE
Semi Senior De Infraestructura Ti,Semi Senior De Infraestructura Ti,1,TRUE
Senior,Senior,2,TRUE
Senior Business Intelligence Consultant,Senior Business Intelligence Consultant,1,TRUE
Senior Business Intelligence Developer,Senior Business Intelligence Developer,2,TRUE
Senior Data Scientist,Senior Data Scientist,2,TRUE
Senior Dba Nosql / Cloud Engineer,Senior Dba Nosql / Cloud Engineer,2,TRUE
Senior Deployment Analystic,Senior Deployment Analystic,1,TRUE
Senior Executive In Business Intelligence,Senior Executive In Business Intelligence,2,TRUE
Senior Frontend - Team Lider (Scrum),Senior Frontend - Team Lider (Scrum),1,TRUE
Senior Full Stack Developer,Senior Full Stack Developer,5,TRUE
"Senior It Analyst - Bantotal, Genexus &Amp; As400","Senior It Analyst - Bantotal, Genexus &Amp; As400",1,TRUE
Senior It Business Analyst,Senior It Business Analyst,1,TRUE
Senior Leader,Senior Leader,1,TRUE
Senior Listener Y Analista De Rs,Senior Listener Y Analista De Rs,1,TRUE
Senior Qa,Senior Qa,1,TRUE
Senior Quality Analyst,Senior Quality Analyst,1,TRUE
Senior Software Developer,Senior Software Developer,1,TRUE
Senior Software Development Consultant,Senior Software Development Consultant,3,TRUE
Senior Software Engineer At Dept Of Justice.,Senior Software Engineer At Dept Of Justice.,2,TRUE
Senior Test Specialist,Senior Test Specialist,2,TRUE
Service Availability Manager,Service Availability Manager,1,TRUE
Service Delivery Manager,Service Delivery Manager,1,TRUE
Service Desk &Amp; Operation 1,Service Desk &Amp; Operation 1,1,TRUE
Service Lider Comercial,Service Lider Comercial,1,TRUE
Service Manager,Service Manager,13,TRUE
Service Manager Ti,Service Manager,2,FALSE
Servicio Especializado En Comunicacion Social,Servicio Especializado En Comunicacion Social,1,TRUE
Servicio Externo De Informatica,Servicio Externo De Informatica,2,TRUE
Servicio Profesional De Asistenta Social,Servicio Profesional De Asistenta Social,1,TRUE
Sme,Sme,2,TRUE
Snp Calidad (Qa),Snp Calidad (Qa),1,TRUE
Soa Specialist Architect,Soa Specialist Architect,1,TRUE
Soc Engineer(Smartcare),Soc Engineer(Smartcare),1,TRUE
Social Media Manager,Social Media Manager,2,TRUE
Socio En El Desarrollo De Proyectos De Innovacion,Socio En El Desarrollo De Proyectos De Innovacion,1,TRUE
Socio Fundador,Socio Fundador,1,TRUE
Software Developer,Software Developer,4,TRUE
Software Engineer,Software Engineer,4,TRUE
Soluciones Tecnologicas Ti,Soluciones Tecnologicas Ti,1,TRUE
Solution Analyst,Solution Analyst,3,TRUE
Solution Assistan,Solution Assistan,2,TRUE
Solution Assistance,Solution Assistance,1,TRUE
Solution Assistant,Solution Assistant,5,TRUE
Solution Assistent,Solution Assistent,2,TRUE
Solutions Analyst,Solutions Analyst,6,TRUE
Solutions Assistance,Solutions Assistance,1,TRUE
Solutions Assistant,Solutions Assistant,1,TRUE
Solutions Assitant Bootcamp,Solutions Assitant Bootcamp,1,TRUE
Solutions Engineer,Solutions Engineer,1,TRUE
Solutions Team Leader,Solutions Team Leader,1,TRUE
Soporte,Soporte,1,TRUE
Soporte Administrativo De Archivo,Soporte Administrativo De Archivo,1,TRUE
Soporte Campo N2,Soporte Campo N2,1,TRUE
Soporte Comercial - Freelance,Soporte Comercial - Freelance,2,TRUE
Soporte Dba,Soporte Dba,1,TRUE
Soporte De Aplicaciones Y Ti,Soporte De Aplicaciones Y Ti,1,TRUE
Soporte De Nivel 2,Soporte De Nivel 2,1,TRUE
Soporte De Redes,Soporte De Redes,3,TRUE
Soporte De Servicios,Soporte De Servicios,1,TRUE
Soporte De Tecnologia E Informatica System,Soporte De Tecnologia E Informatica System,1,TRUE
Soporte Informatico,Soporte Informatico,1,TRUE
Soporte N1,Soporte N1,1,TRUE
Soporte Networking,Soporte Networking,1,TRUE
Soporte Tecnico,Soporte Tecnico,19,TRUE
Soporte Tecnico - Automatizacion,Soporte Tecnico,3,FALSE
Soporte Tecnico 2,Soporte Tecnico,1,FALSE
Soporte Tecnico De Aulas,Soporte Tecnico,1,FALSE
Soporte Tecnico De Laboratorio De Computacion,Soporte Tecnico,1,FALSE
Soporte Tecnico De Ti,Soporte Tecnico,1,FALSE
Soporte Tecnico Helpdesk,Soporte Tecnico,2,FALSE
Soporte Tecnico Nivel 1,Soporte Tecnico,1,FALSE
Soporte Tecnico Nivel 2,Soporte Tecnico,1,FALSE
Soporte Tecnico Ti,Soporte Tecnico,2,FALSE
Soporte Ti,Soporte Tecnico,3,FALSE
"Soporte Ti, Administrador De Red Y Lider De P",Soporte Tecnico,1,FALSE
Soporte Y Mesa De Ayuda,Soporte Tecnico,1,FALSE
Specialist Infrastructure &Amp; Middleware,Specialist Infrastructure &Amp; Middleware,1,TRUE
Specialist It,Specialist It,1,TRUE
Specialist Product Hp,Specialist Product Hp,1,TRUE
Specialist Sourcer,Specialist Sourcer,1,TRUE
Specialist Sourcer I,Specialist Sourcer I,1,TRUE
Sql Developer / Azure,Sql Developer / Azure,4,TRUE
Staff De Formacion - Voluntario,Staff De Formacion - Voluntario,1,TRUE
Stock Contributor,Stock Contributor,1,TRUE
Student Cloud Computing,Student Cloud Computing,1,TRUE
Sub Coordinadora De Recursos Humanos,Sub Coordinadora De Recursos Humanos,1,TRUE
Sub Directora De Cooperacion Nacional,Sub Directora De Cooperacion Nacional,1,TRUE
Sub Gerente Adjunto De Procesos Y Proyectos,Sub Gerente Adjunto De Procesos Y Proyectos,1,TRUE
Sub Gerente Adjunto De Seguridad De Informacion,Sub Gerente Adjunto De Seguridad De Informacion,2,TRUE
Sub Gerente De Calidad Y Proyectos,Sub Gerente De Calidad Y Proyectos,1,TRUE
Sub Gerente De Comunicaciones,Sub Gerente De Comunicaciones,1,TRUE
Sub Gerente De Crm,Sub Gerente De Crm,1,TRUE
Sub Gerente De Infraestructura Ti,Sub Gerente De Infraestructura Ti,1,TRUE
Sub Gerente De Proyectos De Ti,Sub Gerente De Proyectos De Ti,1,TRUE
Sub Gerente De Servicios,Sub Gerente De Servicios,1,TRUE
Sub Gerente De Sistemas Y Tecnologia,Sub Gerente De Sistemas Y Tecnologia,2,TRUE
Subdirector Regional De Ti (Latam),Subdirector Regional De Ti (Latam),1,TRUE
Subgerente Adjunto,Subgerente Adjunto,1,TRUE
Subgerente Adjunto De Gob De Serv De Outsourcing,Subgerente Adjunto De Gob De Serv De Outsourcing,1,TRUE
Subgerente De Infraestructura Y Ciberseguridad,Subgerente De Infraestructura Y Ciberseguridad,2,TRUE
Sub-Gerente De Operaciones,Sub-Gerente De Operaciones,1,TRUE
Subgerente De Procesos Y Tecnologia,Subgerente De Procesos Y Tecnologia,1,TRUE
Supervisor,Supervisor,8,TRUE
Supervisor Academico,Supervisor Academico,1,TRUE
Supervisor Comercial,Supervisor Comercial,3,TRUE
Supervisor De Aplicaciones,Supervisor De Aplicaciones,1,TRUE
Supervisor De Calidad,Supervisor De Calidad,1,TRUE
Supervisor De Calidad - Project Manager,Supervisor De Calidad - Project Manager,1,TRUE
Supervisor De Calidad &Amp; Project Manager,Supervisor De Calidad &Amp; Project Manager,1,TRUE
Supervisor De Centro De Computo,Supervisor De Centro De Computo,1,TRUE
Supervisor De Contenido Virtual- Rol Scrum Master,Supervisor De Contenido Virtual- Rol Scrum Master,1,TRUE
Supervisor De De Ventas,Supervisor De De Ventas,1,TRUE
Supervisor De Ejecucion De Proyectos,Supervisor De Ejecucion De Proyectos,1,TRUE
Supervisor De Formacion,Supervisor De Formacion,1,TRUE
Supervisor De Garantia Y Confiabilidad,Supervisor De Garantia Y Confiabilidad,1,TRUE
Supervisor De Gerencias Zonales,Supervisor De Gerencias Zonales,1,TRUE
Supervisor De Gestion,Supervisor De Gestion,1,TRUE
Supervisor De Gestion De Inf. Y Analisis,Supervisor De Gestion De Inf. Y Analisis,1,TRUE
Supervisor De Helpdesk Y Call Center,Supervisor De Helpdesk Y Call Center,1,TRUE
Supervisor De Hosting Y Servidores,Supervisor De Hosting Y Servidores,1,TRUE
Supervisor De Infraestructura,Supervisor De Infraestructura De Redes Cisco,2,FALSE
Supervisor De Infraestructura De Redes Cisco,Supervisor De Infraestructura De Redes Cisco,78,TRUE
Supervisor De Infraestructura Tic,Supervisor De Infraestructura De Redes Cisco,4,FALSE
Supervisor De Logistica Y Sistemas,Supervisor De Logistica Y Sistemas,1,TRUE
Supervisor De Ma Y Monitoreo Ti,Supervisor De Ma Y Monitoreo Ti,1,TRUE
Supervisor De Mesa De Ayuda,Supervisor De Mesa De Ayuda,1,TRUE
Supervisor De Migraciones - Proyecto Fonafe,Supervisor De Migraciones - Proyecto Fonafe,1,TRUE
Supervisor De Obra,Supervisor De Obra,1,TRUE
Supervisor De Operaciones,Supervisor De Operaciones,1,TRUE
Supervisor De Operaciones In House,Supervisor De Operaciones In House,1,TRUE
Supervisor De Operaciones Ti,Supervisor De Operaciones Ti,2,TRUE
Supervisor De Personal,Supervisor De Personal,1,TRUE
Supervisor De Produccion De Ensamble &Amp; Empaque,Supervisor De Produccion De Ensamble &Amp; Empaque,1,TRUE
Supervisor De Proyecto Cloud,Supervisor De Proyecto Cloud,2,TRUE
Supervisor De Proyectos,Supervisor De Proyectos,1,TRUE
Supervisor De Redes Y Helpdesk,Supervisor De Redes Y Helpdesk,1,TRUE
Supervisor De Seguridad,Supervisor De Seguridad,1,TRUE
Supervisor De Serv. Infraestructura Central Ti,Supervisor De Serv. Infraestructura Central Ti,1,TRUE
Supervisor De Servicio,Supervisor De Servicio,2,TRUE
Supervisor De Servicios,Supervisor De Servicios,2,TRUE
Supervisor De Servicios Cloud,Supervisor De Servicios Cloud,1,TRUE
Supervisor De Servicios Ti,Supervisor De Servicios Ti,2,TRUE
Supervisor De Sig,Supervisor De Sig,1,TRUE
Supervisor De Soporte Tecnico,Supervisor De Soporte Tecnico,1,TRUE
Supervisor De Soporte Tecnico Mesa De Ayuda,Supervisor De Soporte Tecnico Mesa De Ayuda,1,TRUE
Supervisor De Tienda,Supervisor De Tienda,1,TRUE
Supervisor De Ventas,Supervisor De Ventas,3,TRUE
Supervisor De Verificacion De Datos,Supervisor De Verificacion De Datos,1,TRUE
Supervisor Del Centro De Servicio,Supervisor Del Centro De Servicio,1,TRUE
Supervisor E Ingeniero De Servicios,Supervisor E Ingeniero De Servicios,3,TRUE
Supervisor Ehs Lider,Supervisor Ehs Lider,1,TRUE
Supervisor Help Desk,Supervisor Help Desk,1,TRUE
Supervisor Helpdesk,Supervisor Helpdesk,1,TRUE
Supervisor Mecanico Ambiental,Supervisor Mecanico Ambiental,1,TRUE
Supervisor Mesa De Ayuda,Supervisor Mesa De Ayuda,1,TRUE
Supervisor Operativo,Supervisor Operativo,3,TRUE
Supervisor Senior De Control De Calidad,Supervisor Senior De Control De Calidad,1,TRUE
Supervisor Sigi,Supervisor Sigi,1,TRUE
Supervisor Ti,Supervisor Ti,4,TRUE
Supervisor Ti/Mesa De Ayuda/Lider De Proyectos,Supervisor Ti/Mesa De Ayuda/Lider De Proyectos,1,TRUE
Supervisora,Supervisora,1,TRUE
Supervisora (Rol),Supervisora (Rol),1,TRUE
Supervisora Comercial,Supervisora Comercial,1,TRUE
Supervisora De Calidad,Supervisora De Calidad,1,TRUE
Supervisora De Operaciones,Supervisora De Operaciones,1,TRUE
Supervisora De Planillas,Supervisora De Planillas,1,TRUE
Supervisora De Proyectos Senior,Supervisora De Proyectos Senior,1,TRUE
Supervisora De Seguridad Y Salud En El Trabajo,Supervisora De Seguridad Y Salud En El Trabajo,1,TRUE
Supervisora De Servicios,Supervisora De Servicios,1,TRUE
Supervisora De Soporte Administrativo De Ventas,Supervisora De Soporte Administrativo De Ventas,1,TRUE
Supervisora De Ssoma,Supervisora De Ssoma,1,TRUE
Suport Microsoft' Services,Suport Microsoft' Services,1,TRUE
Support Manager,Support Manager,1,TRUE
Sysadmin And Devops,Sysadmin And Devops,1,TRUE
System Analyst / Lead Engineer,System Analyst / Lead Engineer,1,TRUE
System Engineer,System Engineer,5,TRUE
Systems Software Engineer,Systems Software Engineer,1,TRUE
Talent Management Intern,Talent Management Intern,1,TRUE
Team Leader,Team Leader,7,TRUE
Team Leader - Server Support Specialist,Team Leader - Server Support Specialist,1,TRUE
Team Leader De Marca,Team Leader De Marca,2,TRUE
Team Leader Infraestructura,Team Leader Infraestructura,1,TRUE
Tech Analyst,Tech Analyst,1,TRUE
Tech Leader,Tech Leader,1,TRUE
Technical Consultant Big Data Host - Scrum,Technical Consultant Big Data Host - Scrum,1,TRUE
Technical Devops Lead,Technical Devops Lead,1,TRUE
Technical Leader,Technical Leader,1,TRUE
Tecnica En Informatica,Tecnica En Informatica,1,TRUE
Tecnico,Tecnico,7,TRUE
Tecnico Administrativo,Tecnico Administrativo,2,TRUE
Tecnico Administrativo De Personal,Tecnico Administrativo De Personal,1,TRUE
Tecnico Clonacion Y Emigracion Dd Datos,Tecnico Clonacion Y Emigracion Dd Datos,1,TRUE
Tecnico De Campo Para Titulacion,Tecnico De Campo Para Titulacion,1,TRUE
Tecnico De Desarrollo,Tecnico De Desarrollo,1,TRUE
Tecnico De Impresoras,Tecnico De Impresoras,1,TRUE
Tecnico De Mantenimiento,Tecnico De Mantenimiento,1,TRUE
Tecnico De Mesa De Ayuda,Tecnico De Mesa De Ayuda,1,TRUE
Tecnico De Soporte,Tecnico De Soporte,1,TRUE
Tecnico De Soporte De Ti,Tecnico De Soporte De Ti,1,TRUE
Tecnico De Video It,Tecnico De Video It,2,TRUE
Tecnico Electrico N3,Tecnico Electrico N3,1,TRUE
Tecnico Electronico,Tecnico Electronico,1,TRUE
Tecnico En Computacion,Tecnico En Computacion,1,TRUE
Tecnico En Informatica,Tecnico En Informatica,1,TRUE
Tecnico En Reparacion De Celulare,Tecnico En Reparacion De Celulare,1,TRUE
Tecnico Implementador,Tecnico Implementador,4,TRUE
Tecnico Informatico,Tecnico Informatico,1,TRUE
Tecnico Junior,Tecnico Junior,1,TRUE
Tecnico Mecanico,Tecnico Mecanico,2,TRUE
Tecnico Senior,Tecnico Senior,1,TRUE
"Tecnico, Coordinador Y Gestor De Proyectos","Tecnico, Coordinador Y Gestor De Proyectos",1,TRUE
Telco Asociado,Telco Asociado,1,TRUE
Telco Asociado Infraestructura Ti,Telco Asociado Infraestructura Ti,2,TRUE
Telco Asociado Ing. Oss Y Plataformas,Telco Asociado Ing. Oss Y Plataformas,3,TRUE
Telemarketing,Telemarketing,1,TRUE
Teleoperador,Teleoperador,1,TRUE
Teleoperadora,Teleoperadora,2,TRUE
Tendido Y Acceso,Tendido Y Acceso,1,TRUE
Tenico En Sistemas E Informatica,Tenico En Sistemas E Informatica,1,TRUE
Terapeuta De Bienestar Integral,Terapeuta De Bienestar Integral,1,TRUE
Testeo Y Pruebas De Aplicaciones,Testeo Y Pruebas De Aplicaciones,2,TRUE
Tester Funcional Qa,Tester Funcional Qa,1,TRUE
Tester Junior,Tester Junior,2,TRUE
Tester Qa Junior,Tester Qa Junior,1,TRUE
Testing Y Calidad De Software,Testing Y Calidad De Software,1,TRUE
Trabajador Social,Trabajadora Social,7,FALSE
Trabajadora Social,Trabajadora Social,35,TRUE
Trabajadora Social - Analista,Trabajadora Social,1,FALSE
Trabajadora Social Bilingue (Proyecto),Trabajadora Social,1,FALSE
Trabajadora Social Jr,Trabajadora Social,1,FALSE
Trabajadora Social Part Time,Trabajadora Social,1,FALSE
Trabajadora Social Y Supervisora De Sst,Trabajadora Social,1,FALSE
Trabajo De Investigacion,Trabajo De Investigacion,1,TRUE
Trabajo Independiente,Trabajo Independiente,1,TRUE
Trader De Marketing Digital / Practicas,Trader De Marketing Digital / Practicas,1,TRUE
Traductora,Traductora,1,TRUE
Trainee,Trainee,2,TRUE
Trainee Comercial,Trainee Comercial,1,TRUE
Trainee De Operaciones,Trainee De Operaciones,1,TRUE
Trainee De Planeamiento Y Control De La Produccion,Trainee De Planeamiento Y Control De La Produccion,1,TRUE
